Timestamp, Joint, PositionX, PositionY, PositionZ, RotationX, RotationY, RotationZ, RotationW
0.394,Hand_MiddleTip,0.093363,0.993872,0.364760,-0.503429,0.681748,0.510907,0.144064
0.394,Body_LeftHandThumbDistal,0.101223,0.981024,0.363547,-0.528618,0.648631,0.465944,0.287643
0.394,Body_LeftHandThumbTip,0.110051,0.971489,0.365121,-0.440517,0.665658,0.474006,0.371703
0.406,Body_Start,0.160791,0.940924,0.292709,0.603700,0.689329,0.188196,-0.353489
0.406,Body_Hips,0.160791,0.940924,0.292709,0.603700,0.689329,0.188196,-0.353489
0.406,Body_SpineLower,0.147010,0.959149,0.301515,0.338776,0.837374,-0.324208,-0.280937
0.406,Hand_Thumb1,0.132347,0.977089,0.307520,0.038622,0.777333,-0.556526,-0.290760
0.406,Body_SpineUpper,0.106422,0.989103,0.320328,0.058956,0.801066,-0.470381,-0.365458
0.406,Body_Chest,0.082795,1.003367,0.337579,0.027445,0.778065,-0.551002,-0.300432
0.406,Body_Neck,0.146130,1.019726,0.344546,0.336258,0.829096,0.303663,-0.327597
0.406,Body_Head,0.125703,1.032826,0.371848,0.130446,0.877820,0.396796,-0.234453
0.406,Body_LeftShoulder,0.105666,1.033832,0.383906,0.043500,0.873300,0.434431,-0.216160
0.406,Body_LeftScapula,0.156043,1.005987,0.357814,0.295931,0.838064,0.363508,-0.279171
0.406,Body_LeftArmUpper,0.128385,1.018103,0.386054,-0.237713,0.851140,0.467884,-0.011701
0.406,Body_LeftArmLower,0.104858,1.007075,0.380680,-0.509168,0.678785,0.508712,0.145637
0.406,Hand_Ring1,0.157286,0.987852,0.366226,0.306341,0.819831,0.409805,-0.257083
0.406,Body_RightShoulder,0.131743,0.998803,0.391487,-0.224202,0.827406,0.510806,0.064891
0.406,Hand_Ring3,0.108938,0.991004,0.382877,-0.533269,0.645889,0.463751,0.288768
0.406,Hand_Pinky0,0.157099,0.946853,0.332722,0.618556,0.589781,0.416096,-0.310501
0.406,Body_RightArmLower,0.155254,0.967573,0.371455,0.359260,0.784519,0.458342,-0.213037
0.406,Hand_Pinky2,0.135990,0.978473,0.391089,-0.160568,0.801820,0.563043,0.119521
0.406,Body_LeftHandPalm,0.117996,0.976069,0.383803,-0.445037,0.663681,0.471770,0.372697
0.406,Hand_ThumbTip,0.063459,1.013149,0.347208,0.027445,0.778065,-0.551002,-0.300432
0.406,Hand_IndexTip,0.086579,1.031812,0.393733,0.043500,0.873300,0.434431,-0.216160
0.406,Hand_MiddleTip,0.093477,0.993729,0.364196,-0.509168,0.678785,0.508712,0.145637
0.406,Body_LeftHandThumbDistal,0.101290,0.980916,0.363101,-0.533269,0.645889,0.463751,0.288768
0.406,Body_LeftHandThumbTip,0.110025,0.971435,0.364771,-0.445037,0.663681,0.471770,0.372697
0.421,Body_Start,0.160790,0.940861,0.292780,0.603650,0.690121,0.187297,-0.352504
0.421,Body_Hips,0.160790,0.940861,0.292780,0.603650,0.690121,0.187297,-0.352504
0.421,Body_SpineLower,0.146978,0.959092,0.301526,0.337672,0.837693,-0.324937,-0.280471
0.421,Hand_Thumb1,0.132267,0.976996,0.307521,0.037979,0.776602,-0.557398,-0.291126
0.421,Body_SpineUpper,0.106352,0.989005,0.320354,0.058114,0.800366,-0.471208,-0.366062
0.421,Body_Chest,0.082748,1.003261,0.337643,0.026938,0.777324,-0.551957,-0.300642
0.421,Body_Neck,0.145984,1.019784,0.344393,0.335609,0.830253,0.302298,-0.326592
0.421,Body_Head,0.125477,1.032928,0.371614,0.129960,0.878752,0.395136,-0.234037
0.421,Body_LeftShoulder,0.105425,1.033945,0.383645,0.043051,0.874215,0.432725,-0.215972
0.421,Body_LeftScapula,0.155903,1.006093,0.357706,0.294705,0.839253,0.362508,-0.278193
0.421,Body_LeftArmUpper,0.128140,1.018205,0.385844,-0.241564,0.850804,0.466554,-0.010317
0.421,Body_LeftArmLower,0.104709,1.007043,0.380329,-0.513802,0.676382,0.506901,0.146857
0.421,Hand_Ring1,0.157162,0.987982,0.366168,0.304635,0.821214,0.409046,-0.255903
0.421,Body_RightShoulder,0.131495,0.998911,0.391313,-0.227834,0.827115,0.509503,0.066176
0.421,Hand_Ring3,0.108783,0.990991,0.382570,-0.536990,0.643711,0.461961,0.289603
0.421,Hand_Pinky0,0.157057,0.946893,0.332774,0.618416,0.590872,0.415364,-0.309686
0.421,Body_RightArmLower,0.155152,0.967715,0.371450,0.357120,0.786322,0.457709,-0.211342
0.421,Hand_Pinky2,0.135755,0.978608,0.390956,-0.163982,0.801965,0.561610,0.120655
0.421,Body_LeftHandPalm,0.117815,0.976114,0.383567,-0.448692,0.662093,0.469945,0.373443
0.421,Hand_ThumbTip,0.063414,1.013041,0.347279,0.026938,0.777324,-0.551957,-0.300642
0.421,Hand_IndexTip,0.086331,1.031933,0.393461,0.043051,0.874215,0.432725,-0.215972
0.421,Hand_MiddleTip,0.093569,0.993617,0.363746,-0.513802,0.676382,0.506901,0.146857
0.421,Body_LeftHandThumbDistal,0.101342,0.980832,0.362751,-0.536990,0.643711,0.461961,0.289603
0.421,Body_LeftHandThumbTip,0.110002,0.971390,0.364493,-0.448692,0.662093,0.469945,0.373443
0.435,Body_Start,0.160915,0.940602,0.292879,0.603854,0.690535,0.187700,-0.351127
0.435,Body_Hips,0.160915,0.940602,0.292879,0.603854,0.690535,0.187700,-0.351127
0.435,Body_SpineLower,0.147091,0.958853,0.301563,0.336090,0.838675,-0.324015,-0.280503
0.435,Hand_Thumb1,0.132330,0.976697,0.307613,0.037339,0.776296,-0.557044,-0.292699
0.435,Body_SpineUpper,0.106469,0.988724,0.320540,0.056158,0.799939,-0.470293,-0.368468
0.435,Body_Chest,0.082966,1.002927,0.338007,0.024204,0.777260,-0.550666,-0.303394
0.435,Body_Neck,0.146021,1.019606,0.344342,0.335065,0.831267,0.302129,-0.324723
0.435,Body_Head,0.125398,1.032787,0.371458,0.129186,0.879599,0.394528,-0.232304
0.435,Body_LeftShoulder,0.105299,1.033816,0.383409,0.042753,0.875007,0.431830,-0.214613
0.435,Body_LeftScapula,0.155897,1.005928,0.357700,0.291262,0.841238,0.363069,-0.275073
